scenario_id,E,N_s,N_w,p_s,p_w,r_s,r_w,q_s,q_w,k_s,k_w,c
56,46.394230769230774,0.28846153846153844,0,6.5,0,1,0.01,0.02,0.02,4,2,0.0375
57,46.44886363636363,0.28409090909090906,0,6.6000000000000005,0,1,0.01,0.02,0.02,4,2,0.0375
58,46.50186567164179,0.2798507462686567,0,6.7,0,1,0.01,0.02,0.02,4,2,0.0375
59,46.55330882352941,0.27573529411764697,0,6.800000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
60,46.60326086956522,0.2717391304347826,0,6.9,0,1,0.01,0.02,0.02,4,2,0.0375
61,46.651785714285715,0.26785714285714285,0,7,0,1,0.01,0.02,0.02,4,2,0.0375
62,46.69894366197183,0.26408450704225345,0,7.1000000000000005,0,1,0.01,0.02,0.02,4,2,0.0375
63,46.74479166666667,0.26041666666666663,0,7.2,0,1,0.01,0.02,0.02,4,2,0.0375
64,46.78938356164384,0.2568493150684931,0,7.300000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
65,46.83277027027027,0.25337837837837834,0,7.4,0,1,0.01,0.02,0.02,4,2,0.0375
66,46.875,0.25,0,7.5,0,1,0.01,0.02,0.02,4,2,0.0375
67,46.91611842105263,0.24671052631578946,0,7.6000000000000005,0,1,0.01,0.02,0.02,4,2,0.0375
68,46.95616883116883,0.24350649350649348,0,7.7,0,1,0.01,0.02,0.02,4,2,0.0375
69,46.99519230769231,0.24038461538461534,0,7.800000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
70,47.03322784810127,0.23734177215189872,0,7.9,0,1,0.01,0.02,0.02,4,2,0.0375
71,47.0703125,0.23437499999999997,0,8,0,1,0.01,0.02,0.02,4,2,0.0375
72,47.10648148148148,0.23148148148148143,0,8.100000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
73,47.141768292682926,0.22865853658536586,0,8.2,0,1,0.01,0.02,0.02,4,2,0.0375
74,47.1762048192771,0.22590361445783128,0,8.3,0,1,0.01,0.02,0.02,4,2,0.0375
75,47.20982142857143,0.2232142857142857,0,8.4,0,1,0.01,0.02,0.02,4,2,0.0375
76,47.24264705882353,0.2205882352941176,0,8.5,0,1,0.01,0.02,0.02,4,2,0.0375
77,47.274709302325576,0.21802325581395343,0,8.600000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
78,47.30603448275862,0.21551724137931036,0,8.7,0,1,0.01,0.02,0.02,4,2,0.0375
79,47.33664772727273,0.21306818181818177,0,8.8,0,1,0.01,0.02,0.02,4,2,0.0375
80,47.366573033707866,0.21067415730337077,0,8.9,0,1,0.01,0.02,0.02,4,2,0.0375
81,47.39583333333333,0.20833333333333334,0,9,0,1,0.01,0.02,0.02,4,2,0.0375
82,47.42445054945055,0.20604395604395603,0,9.1,0,1,0.01,0.02,0.02,4,2,0.0375
83,47.452445652173914,0.20380434782608692,0,9.200000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
84,47.479838709677416,0.2016129032258064,0,9.3,0,1,0.01,0.02,0.02,4,2,0.0375
85,47.506648936170215,0.19946808510638295,0,9.4,0,1,0.01,0.02,0.02,4,2,0.0375
86,47.53289473684211,0.19736842105263158,0,9.5,0,1,0.01,0.02,0.02,4,2,0.0375
87,47.55859375,0.19531249999999997,0,9.6,0,1,0.01,0.02,0.02,4,2,0.0375
88,47.58376288659794,0.1932989690721649,0,9.700000000000001,0,1,0.01,0.02,0.02,4,2,0.0375
89,47.608418367346935,0.19132653061224486,0,9.8,0,1,0.01,0.02,0.02,4,2,0.0375
